Billy Swan,I Can Help,1975,0.11614296282433409
Jan & Dean,We Go Together,1960,0.008183417816680336
Toni Braxton,Candlelight,1994,0.007198347222916558
Gabriella Cilmi,Sweet About Me,2008,0.06684679729462943
Stuart Hamblen,This Ole House,1954,0.00578302915282377
Marvin Gaye,How Sweet It Is (To Be Loved By You),1964,0.018496261598954535
Slade,All Join Hands,1984,0.007167435552270126
Red Foley,Alabama Jubilee,1951,0.009452042666754269
Cat Stevens,Bad Brakes,1979,0.003768811208564568
Charles Mingus,Tonight At Noon,1964,0.010619992185777626
U2,Magnificent,2009,0.023561563793471654
Mica Paris,Stay,1998,0.010584223652701173
Gordon MacRae,Stranger In Paradise,1953,0.006172145327883219
Kenny Rogers,Lucille,1977,0.050745524399472254
Margaret Whiting,Come Rain Or Come Shine,1946,0.010950096464466498
Primal Scream,Jailbird,1994,0.014439685756111587
Cat Stevens,Where Do The Children Play?,1970,0.007664220107767286
Frankie Goes To Hollywood,Relax,1984,0.10664110828701397
Toto,Africa,1983,0.06399237705021324
Holly Johnson,Love Train,1989,0.031314676255564035
Dave Brubeck,Time In,1966,0.009079089613218322
The Moonglows,Sincerely,1955,0.025267998096687037
Dion & The Belmonts,Where Or When,1960,0.03654214518602691
Smokey Robinson,Cruisin',1980,0.030840302290722914
Ricky Nelson,Old Enough To Love,1963,0.0036392696901003095
Bananarama,Love Comes,2009,0.005915909794755576
Johnny Nash,Tears On My Pillow,1975,0.0065563709625849655
Dirty Vegas,Days Go By,2002,0.03503203865324949
Johnnie Ray,Somebody Stole My Gal,1953,0.021507581057075773
Brenda Lee,Sweet Nothin's,1960,0.03472598762484543
Gloria Gaynor,Never Can Say Goodbye,1975,0.05434323516717164
Jennifer Lopez,Love Don't Cost A Thing,2001,0.0981755423241816
Del Wood,Down Yonder,1951,0.025429587877445817
The Who,Pinball Wizard,1969,0.030183901589726513
Netzwerk,Passion,1995,0.0042019556166538585
Electric Light Orchestra,Turn To Stone,1977,0.03211805072829064
The O'Jays,Survival,1975,0.0168407124166258
Buzzcocks,Promises,1978,0.005898292779166441
Christina Aguilera,Ain't No Other Man,2006,0.10733726880728467
Gorillaz,Tomorrow Comes Today,2001,0.009094745083503917
Status Quo,Down The Dustpipe,1970,0.006493794293231963
George Michael,Heal The Pain,1991,0.012044203252051926
Sly & The Family Stone,Let Me Hear It From You,1968,0.002641763568108232
Tommy Reeve,I'm Sorry,2007,0.004336056013716507
Papa Charlie Jackson,Ash Tray Blues,1928,0.007932621842214388
Metallica,Enter Sandman,1991,0.06943145887780337
Mud,Lonely This Christmas,1974,0.036858672406374186
Tasmin Archer,Sleeping Satellite,1992,0.05868591380870365
Christie,Yellow River,1970,0.07566070367483212
James Taylor,Sweet Baby James,1970,0.06297416366074021
Bumble Bee Slim,When I Get My Money,1936,0.007950520156320702
Snow Patrol,Run,2004,0.018117692470910628
Buddy Holly,Rave On,1958,0.03442032153186825
Lynyrd Skynyrd,Gimme Back My Bullets,1976,0.01857461778839874
Phil Phillips,Sea Of Love,1959,0.042662231797501796
The Moody Blues,For My Lady,1973,0.0029783222750491833
Blur,The Universal,1995,0.03622015720807629
Rammstein,Asche Zu Asche,2001,0.007105876658848338
Don Gibson,I Can't Stop Loving You,1958,0.01983360749781056
Lesley Gore,It's My Party,1963,0.06151196753571496
Connie Francis,Lipstick On Your Collar,1959,0.03692278776150362
George Michael,Careless Whisper,1984,0.14377428366305997
Leadbelly,Packin' Trunk Blues,1935,0.008850071334934501
Captain Hollywood Project,All I Want,1993,0.008779908690196028
Aretha Franklin,A Rose Is Still A Rose,1998,0.021373663984987797
Muddy Waters,Hoochie Coochie Man,1954,0.021152662100200125
The Cure,Love Song,1989,0.04700648839372551
Screamin' Jay Hawkins,I Put A Spell On You,1956,0.02759397256167351
Visage,Fade To Grey,1981,0.05061916338481519
Jelly Roll Morton,Burnin' The Iceberg,1929,0.010112537552511408
Level 42,Love Meeting Love,1980,0.003459584800523486
Lisa Stansfield,Face Up,2001,0.006995344419974919
Ronnie Spector,All I Want,2006,0.0069684527124735055
